chimei,davis_family,genus,lat,lon,Geological period,花粉vs大型化石,文献,source,Age.min,Age.max
Iwaya site,Cannabaceae,Celtis,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Cornaceae,Cornus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Betulaceae,Corylus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Celastraceae,Euonymus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Fagaceae,Fagus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Oleaceae,Fraxinus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Aquifoliaceae,Ilex,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Juglandaceae,Juglans,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Oleaceae,Ligustrum,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Caprifoliaceae,Lonicera,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Euphorbiaceae,Mallotus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Myricaceae,Myrica,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Betulaceae,Ostrya,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Vitaceae,Parthenocissus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Rutaceae,Phellodendron,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Juglandaceae,Pterocarya,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Fagaceae,Quercus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Anacardiaceae,Rhus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Salicaceae,Salix,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Sapindaceae,Sapindus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Symplocaceae,Symplocos,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Malvaceae,Tilia,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Ulmaceae,Ulmus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Adoxaceae,Viburnum,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Santalaceae,Viscum,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Vitaceae,Vitis,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Caprifoliaceae,Weigela,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Sapindaceae,Acer,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Sapindaceae,Aesculus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Leguminosae,Albizia,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Betulaceae,Alnus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Compositae,Artemisia,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Betulaceae,Betula,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Buxaceae,Buxus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Theaceae,Camellia,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Betulaceae,Carpinus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Fagaceae,Castanea,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Cannabaceae,Celtis,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Cornaceae,Cornus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Betulaceae,Corylus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Elaeagnaceae,Elaeagnus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Celastraceae,Euonymus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Fagaceae,Fagus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Oleaceae,Fraxinus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Haloragaceae,Haloragis,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Aquifoliaceae,Ilex,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Schisandraceae,Illicium,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Juglandaceae,Juglans,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Oleaceae,Ligustrum,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Caprifoliaceae,Lonicera,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Euphorbiaceae,Mallotus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Myricaceae,Myrica,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Betulaceae,Ostrya,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Vitaceae,Parthenocissus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Rutaceae,Phellodendron,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Juglandaceae,Pterocarya,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Fagaceae,Quercus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Anacardiaceae,Rhus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Salicaceae,Salix,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Styracaceae,Styrax,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Symplocaceae,Symplocos,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Malvaceae,Tilia,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Trochodendraceae,Trochodendron,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Ulmaceae,Ulmus,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Adoxaceae,Viburnum,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Santalaceae,Viscum,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Vitaceae,Vitis,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Iwaya site,Caprifoliaceae,Weigela,35.51763,135.88674,Last glacial period,macrofossil/pollen,9606,neotoma,,
Yamakado Moor,Sapindaceae,Acer,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Sapindaceae,Aesculus,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Betulaceae,Alnus,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Compositae,Artemisia,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Betulaceae,Betula,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Theaceae,Camellia,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Betulaceae,Carpinus,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Fagaceae,Castanea,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Cannabaceae,Celtis,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Cornaceae,Cornus,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Betulaceae,Corylus,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Fagaceae,Fagus,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Oleaceae,Fraxinus,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Haloragaceae,Haloragis,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Aquifoliaceae,Ilex,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Juglandaceae,Juglans,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Euphorbiaceae,Mallotus,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Myricaceae,Myrica,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Betulaceae,Ostrya,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Rutaceae,Phellodendron,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Juglandaceae,Pterocarya,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Fagaceae,Quercus,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Anacardiaceae,Rhus,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Salicaceae,Salix,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Symplocaceae,Symplocos,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Malvaceae,Tilia,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Ulmaceae,Ulmus,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Adoxaceae,Viburnum,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Santalaceae,Viscum,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Vitaceae,Vitis,35.54912,136.11934,Holocene,pollen,10314,neotoma,,
Yamakado Moor,Sapindaceae,Acer,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Sapindaceae,Aesculus,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Betulaceae,Alnus,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Compositae,Artemisia,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Betulaceae,Betula,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Betulaceae,Carpinus,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Fagaceae,Castanea,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Cannabaceae,Celtis,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Cornaceae,Cornus,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Betulaceae,Corylus,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Fagaceae,Fagus,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Oleaceae,Fraxinus,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Aquifoliaceae,Ilex,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Juglandaceae,Juglans,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Oleaceae,Ligustrum,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Myricaceae,Myrica,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Betulaceae,Ostrya,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Rutaceae,Phellodendron,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Juglandaceae,Pterocarya,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Fagaceae,Quercus,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Salicaceae,Salix,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Symplocaceae,Symplocos,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Malvaceae,Tilia,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Ulmaceae,Ulmus,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Vitaceae,Vitis,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Yamakado Moor,Caprifoliaceae,Weigela,35.54912,136.11934,Last glacial period,pollen,10314,neotoma,,
Torihama site,Sapindaceae,Acer,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Sapindaceae,Aesculus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Betulaceae,Alnus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Compositae,Artemisia,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Betulaceae,Betula,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Theaceae,Camellia,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Betulaceae,Carpinus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Fagaceae,Castanea,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Cannabaceae,Celtis,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Cornaceae,Cornus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Betulaceae,Corylus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Elaeagnaceae,Elaeagnus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Celastraceae,Euonymus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Fagaceae,Fagus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Oleaceae,Fraxinus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Aquifoliaceae,Ilex,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Juglandaceae,Juglans,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Oleaceae,Ligustrum,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Caprifoliaceae,Lonicera,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Euphorbiaceae,Mallotus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Myricaceae,Myrica,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Betulaceae,Ostrya,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Vitaceae,Parthenocissus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Rutaceae,Phellodendron,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Juglandaceae,Pterocarya,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Fagaceae,Quercus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Anacardiaceae,Rhus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Salicaceae,Salix,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Symplocaceae,Symplocos,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Malvaceae,Tilia,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Ulmaceae,Ulmus,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Adoxaceae,Viburnum,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Santalaceae,Viscum,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Vitaceae,Vitis,35.553,135.90104,Holocene,pollen,10328,neotoma,,
Torihama site,Caprifoliaceae,Weigela,35.553,135.90104,Holocene,pollen,10328,neotoma,,
三方湖,Myricaceae,Myrica,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Fagaceae,Fagus,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Juglandaceae,Juglans,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Betulaceae,Carpinus,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Sapindaceae,Aesculus,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Fagaceae,Quercus,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Anacardiaceae,Rhus,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Malvaceae,Tilia,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Sapindaceae,Acer,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Oleaceae,Fraxinus,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Salicaceae,Salix,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Betulaceae,Betula,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Fagaceae,Castanea,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Betulaceae,Corylus,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Betulaceae,Alnus,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Polygonaceae,Polygonum,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Compositae,Artemisia,35.564943,135.895107,Holocene,pollen,21_255,japan_glacial_fossil,,
三方湖,Garryaceae,Aucuba,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Theaceae,Camellia,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Myricaceae,Myrica,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Schisandraceae,Illicium,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Euphorbiaceae,Mallotus,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Fagaceae,Fagus,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Juglandaceae,Juglans,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Betulaceae,Carpinus,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Sapindaceae,Aesculus,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Caprifoliaceae,Weigela,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Fagaceae,Quercus,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Anacardiaceae,Rhus,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Malvaceae,Tilia,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Sapindaceae,Acer,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Oleaceae,Fraxinus,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Ebenaceae,Diospyros,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Aquifoliaceae,Ilex,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Salicaceae,Salix,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Betulaceae,Betula,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Fagaceae,Castanopsis,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Fagaceae,Castanea,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Betulaceae,Corylus,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Betulaceae,Alnus,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Polygonaceae,Polygonum,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
三方湖,Compositae,Artemisia,35.564943,135.895107,Last glacial period,pollen,21_255,japan_glacial_fossil,,
Ikenokochi Moor,Sapindaceae,Acer,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Sapindaceae,Aesculus,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Betulaceae,Alnus,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Compositae,Artemisia,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Betulaceae,Betula,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Betulaceae,Carpinus,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Fagaceae,Castanea,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Cannabaceae,Celtis,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Cornaceae,Cornus,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Betulaceae,Corylus,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Fagaceae,Fagus,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Oleaceae,Fraxinus,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Aquifoliaceae,Ilex,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Juglandaceae,Juglans,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Oleaceae,Ligustrum,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Euphorbiaceae,Mallotus,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Myricaceae,Myrica,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Betulaceae,Ostrya,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Vitaceae,Parthenocissus,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Rutaceae,Phellodendron,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Juglandaceae,Pterocarya,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Fagaceae,Quercus,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Anacardiaceae,Rhus,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Salicaceae,Salix,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Symplocaceae,Symplocos,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Malvaceae,Tilia,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Ulmaceae,Ulmus,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Adoxaceae,Viburnum,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Santalaceae,Viscum,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Vitaceae,Vitis,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
Ikenokochi Moor,Caprifoliaceae,Weigela,35.653925,136.13079,Holocene,pollen,10310,neotoma,,
,Sapindaceae,Acer,35.68,139.75,Holocene,pollen,PANGAEA.785247,PANGAEA,,
YK-3,Salicaceae,Salix,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Juglandaceae,Juglans,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Fagaceae,Fagus,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Fagaceae,Quercus,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Betulaceae,Alnus,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Betulaceae,Betula,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Betulaceae,Carpinus,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Betulaceae,Corylus,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Sapindaceae,Acer,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Sapindaceae,Aesculus,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Garryaceae,Aucuba,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Cornaceae,Cornus,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Hamamelidaceae,Distylium,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Elaeagnaceae,Elaeagnus,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Oleaceae,Fraxinus,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Aquifoliaceae,Ilex,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Schisandraceae,Illicium,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Caprifoliaceae,Lonicera,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Euphorbiaceae,Mallotus,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Anacardiaceae,Rhus,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Compositae,Artemisia,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-3,Lythraceae,Lythrum,35.736602,140.561979,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Salicaceae,Salix,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Juglandaceae,Juglans,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Fagaceae,Fagus,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Fagaceae,Quercus,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Betulaceae,Alnus,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Betulaceae,Betula,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
