chimei,davis_family,genus,lat,lon,Geological period,花粉vs大型化石,文献,source,Age.min,Age.max
Japan(Yamagata Pref.),Lythraceae,Lagerstroemia,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Oleaceae,Ligustrum,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Altingiaceae,Liquidambar,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Caprifoliaceae,Lonicera,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Magnoliaceae,Magnolia,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Myricaceae,Myrica,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Cornaceae,Nyssa,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Vitaceae,Parthenocissus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Rutaceae,Phellodendron,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Polygonaceae,Polygonum,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Juglandaceae,Pterocarya,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Fagaceae,Quercus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Anacardiaceae,Rhus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Salicaceae,Salix,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Euphorbiaceae,Sapium,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Symplocaceae,Symplocos,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Malvaceae,Tilia,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Ulmaceae,Ulmus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Caprifoliaceae,Weigela,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Ulmaceae,Zelkova,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
鳴子湿原,Fagaceae,Fagus,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Fagaceae,Quercus,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Betulaceae,Betula,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Betulaceae,Carpinus,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Juglandaceae,Pterocarya,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Ulmaceae,Ulmus,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Oleaceae,Fraxinus,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Betulaceae,Corylus,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Anacardiaceae,Rhus,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Sapindaceae,Acer,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Aquifoliaceae,Ilex,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Betulaceae,Alnus,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Compositae,Artemisia,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
鳴子湿原,Haloragaceae,Haloragis,38.711802,140.698063,Holocene,pollen,18_79,japan_glacial_fossil,,
,Salicaceae,Salix,38.83,141.15,Holocene,pollen,PANGAEA.785247,PANGAEA,,
秋田県由利本荘市葛法字大村,Fagaceae,Fagus,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Fagaceae,Quercus,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Betulaceae,Carpinus,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Sapindaceae,Acer,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Sapindaceae,Aesculus,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Betulaceae,Betula,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Betulaceae,Corylus,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Oleaceae,Fraxinus,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Malvaceae,Tilia,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Caprifoliaceae,Weigela,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Betulaceae,Alnus,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Lythraceae,Lythrum,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Aquifoliaceae,Ilex,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Compositae,Artemisia,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Polygonaceae,Polygonum,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
秋田県由利本荘市葛法字大村,Symplocaceae,Symplocos,39.35,140.0555556,Holocene,pollen,33_81,japan_glacial_fossil,,
Japan(Iwate Pref.),Compositae,Artemisia,39.60416667,141.36875,Pleistocene,pollen,6619,Palynodata,,
Japan(Iwate Pref.),Betulaceae,Betula,39.60416667,141.36875,Pleistocene,pollen,6617,Palynodata,,
Japan(Iwate Pref.),Betulaceae,Betula,39.60416667,141.36875,Pleistocene,pollen,6619,Palynodata,,
Japan(Iwate Pref.),Betulaceae,Carpinus,39.60416667,141.36875,Pleistocene,pollen,6617,Palynodata,,
Japan(Iwate Pref.),Betulaceae,Corylus,39.60416667,141.36875,Pleistocene,pollen,6617,Palynodata,,
Japan(Iwate Pref.),Fagaceae,Fagus,39.60416667,141.36875,Pleistocene,pollen,6617,Palynodata,,
Japan(Iwate Pref.),Oleaceae,Fraxinus,39.60416667,141.36875,Pleistocene,pollen,6617,Palynodata,,
Japan(Iwate Pref.),Aquifoliaceae,Ilex,39.60416667,141.36875,Pleistocene,pollen,6617,Palynodata,,
Japan(Iwate Pref.),Juglandaceae,Juglans,39.60416667,141.36875,Pleistocene,pollen,6617,Palynodata,,
Japan(Iwate Pref.),Juglandaceae,Juglans,39.60416667,141.36875,Pleistocene,pollen,6619,Palynodata,,
Japan(Iwate Pref.),Juglandaceae,Pterocarya,39.60416667,141.36875,Pleistocene,pollen,6617,Palynodata,,
Japan(Iwate Pref.),Fagaceae,Quercus,39.60416667,141.36875,Pleistocene,pollen,6617,Palynodata,,
Japan(Iwate Pref.),Fagaceae,Quercus,39.60416667,141.36875,Pleistocene,pollen,6619,Palynodata,,
Japan(Iwate Pref.),Ulmaceae,Ulmus,39.60416667,141.36875,Pleistocene,pollen,6617,Palynodata,,
Japan(Iwate Pref.),Ulmaceae,Ulmus,39.60416667,141.36875,Pleistocene,pollen,6619,Palynodata,,
Japan(Iwate Pref.),Ulmaceae,Zelkova,39.60416667,141.36875,Pleistocene,pollen,6617,Palynodata,,
,Symplocaceae,Symplocos,39.75,140.78,Holocene,pollen,PANGAEA.785247,PANGAEA,,
,Theaceae,Camellia,39.77,140.8,Holocene,pollen,PANGAEA.785247,PANGAEA,,
Kurikigahara,Sapindaceae,Acer,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Sapindaceae,Aesculus,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Betulaceae,Alnus,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Compositae,Artemisia,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Betulaceae,Betula,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Polygonaceae,Polygonum,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Betulaceae,Carpinus,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Fagaceae,Castanea,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Cannabaceae,Celtis,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Cercidiphyllaceae,Cercidiphyllum,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Ranunculaceae,Clematis,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Betulaceae,Corylus,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Fagaceae,Fagus,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Oleaceae,Fraxinus,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Aquifoliaceae,Ilex,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Juglandaceae,Juglans,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Oleaceae,Ligustrum,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Caprifoliaceae,Lonicera,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Euphorbiaceae,Mallotus,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Rutaceae,Phellodendron,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Juglandaceae,Platycarya,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Rosaceae,Prunus,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Juglandaceae,Pterocarya,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Fagaceae,Quercus,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Anacardiaceae,Rhus,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Salicaceae,Salix,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Rosaceae,Sorbus,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Symplocaceae,Symplocos,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Malvaceae,Tilia,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Ulmaceae,Ulmus,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Adoxaceae,Viburnum,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Vitaceae,Vitis,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
Kurikigahara,Ulmaceae,Zelkova,39.86666667,140.85,Holocene,pollen,10315,neotoma,,
,Malvaceae,Tilia,39.93,140.9,Holocene,pollen,PANGAEA.785247,PANGAEA,,
Hachiman-Numa,Sapindaceae,Acer,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Sapindaceae,Aesculus,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Betulaceae,Alnus,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Compositae,Artemisia,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Betulaceae,Betula,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Betulaceae,Carpinus,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Fagaceae,Castanea,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Cannabaceae,Celtis,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Ranunculaceae,Clematis,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Clethraceae,Clethra,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Betulaceae,Corylus,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Fagaceae,Fagus,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Oleaceae,Fraxinus,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Aquifoliaceae,Ilex,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Juglandaceae,Juglans,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Myricaceae,Myrica,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Rutaceae,Phellodendron,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Rosaceae,Prunus,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Juglandaceae,Pterocarya,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Fagaceae,Quercus,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Anacardiaceae,Rhus,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Salicaceae,Salix,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Symplocaceae,Symplocos,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Malvaceae,Tilia,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
Hachiman-Numa,Ulmaceae,Ulmus,39.95,140.8666667,Holocene,pollen,8578,neotoma,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Fagaceae,Fagus,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Fagaceae,Quercus,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Sapindaceae,Acer,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Betulaceae,Carpinus,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Betulaceae,Betula,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Caprifoliaceae,Weigela,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Aquifoliaceae,Ilex,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Betulaceae,Alnus,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Compositae,Artemisia,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Polygonaceae,Polygonum,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Sapindaceae,Aesculus,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Malvaceae,Tilia,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
"能代市坂形町字鳥形の,国鉄五能線鳥形駅西方約200m",Lythraceae,Lythrum,40.25,140.0333333,Holocene,pollen,33_81,japan_glacial_fossil,,
Yabitsuyachi,Sapindaceae,Acer,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Sapindaceae,Aesculus,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Betulaceae,Alnus,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Compositae,Artemisia,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Betulaceae,Betula,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Betulaceae,Carpinus,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Fagaceae,Castanea,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Ranunculaceae,Clematis,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Cornaceae,Cornus,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Betulaceae,Corylus,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Fagaceae,Fagus,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Oleaceae,Fraxinus,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Aquifoliaceae,Ilex,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Juglandaceae,Juglans,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Oleaceae,Ligustrum,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Myricaceae,Myrica,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Rutaceae,Phellodendron,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Rosaceae,Prunus,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Juglandaceae,Pterocarya,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Fagaceae,Quercus,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Anacardiaceae,Rhus,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Salicaceae,Salix,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Rutaceae,Skimmia,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Rosaceae,Sorbus,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Symplocaceae,Symplocos,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Malvaceae,Tilia,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Ulmaceae,Ulmus,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Adoxaceae,Viburnum,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Vitaceae,Vitis,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
Yabitsuyachi,Caprifoliaceae,Weigela,40.61666667,140.9,Holocene,pollen,10338,neotoma,,
YC-7,Fagaceae,Fagus,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Fagaceae,Quercus,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Salicaceae,Salix,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Juglandaceae,Pterocarya,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Juglandaceae,Juglans,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Betulaceae,Corylus,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Betulaceae,Betula,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Betulaceae,Alnus,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Malvaceae,Tilia,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Rutaceae,Phellodendron,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Aquifoliaceae,Ilex,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Sapindaceae,Acer,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Sapindaceae,Aesculus,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Oleaceae,Ligustrum,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Oleaceae,Fraxinus,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Caprifoliaceae,Weigela,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-7,Compositae,Artemisia,40.633008,140.928122,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Fagaceae,Fagus,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Fagaceae,Quercus,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Juglandaceae,Pterocarya,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Juglandaceae,Juglans,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Betulaceae,Corylus,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Betulaceae,Betula,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Betulaceae,Alnus,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Malvaceae,Tilia,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Rutaceae,Phellodendron,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Aquifoliaceae,Ilex,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Sapindaceae,Acer,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Sapindaceae,Aesculus,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Rhamnaceae,Paliurus,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Symplocaceae,Symplocos,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Oleaceae,Ligustrum,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Oleaceae,Fraxinus,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Polygonaceae,Polygonum,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-3,Compositae,Artemisia,40.633056,140.92662,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Fagaceae,Fagus,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Fagaceae,Quercus,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Salicaceae,Salix,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Myricaceae,Myrica,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Juglandaceae,Pterocarya,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Juglandaceae,Juglans,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Betulaceae,Corylus,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Betulaceae,Betula,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Rutaceae,Skimmia,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Juglandaceae,Platycarya,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Betulaceae,Alnus,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Cornaceae,Cornus,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Caprifoliaceae,Lonicera,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Malvaceae,Tilia,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Rutaceae,Phellodendron,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Aquifoliaceae,Ilex,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Sapindaceae,Acer,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Sapindaceae,Aesculus,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Rhamnaceae,Paliurus,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Symplocaceae,Symplocos,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Oleaceae,Ligustrum,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Oleaceae,Fraxinus,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Caprifoliaceae,Weigela,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Polygonaceae,Polygonum,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-4,Compositae,Artemisia,40.633789,140.926899,Holocene,pollen,21_301,japan_glacial_fossil,,
YC-6,Fagaceae,Quercus,40.634897,140.926491,Last glacial period,pollen,21_301,japan_glacial_fossil,,
YC-6,Salicaceae,Salix,40.634897,140.926491,Last glacial period,pollen,21_301,japan_glacial_fossil,,
YC-6,Juglandaceae,Juglans,40.634897,140.926491,Last glacial period,pollen,21_301,japan_glacial_fossil,,
YC-6,Betulaceae,Corylus,40.634897,140.926491,Last glacial period,pollen,21_301,japan_glacial_fossil,,
YC-6,Betulaceae,Betula,40.634897,140.926491,Last glacial period,pollen,21_301,japan_glacial_fossil,,
YC-6,Betulaceae,Alnus,40.634897,140.926491,Last glacial period,pollen,21_301,japan_glacial_fossil,,
YC-6,Caprifoliaceae,Lonicera,40.634897,140.926491,Last glacial period,pollen,21_301,japan_glacial_fossil,,
YC-6,Malvaceae,Tilia,40.634897,140.926491,Last glacial period,pollen,21_301,japan_glacial_fossil,,
YC-6,Sapindaceae,Acer,40.634897,140.926491,Last glacial period,pollen,21_301,japan_glacial_fossil,,
YC-6,Compositae,Artemisia,40.634897,140.926491,Last glacial period,pollen,21_301,japan_glacial_fossil,,
JG-8,Salicaceae,Salix,40.647304,140.851636,Last glacial period,pollen,21_301,japan_glacial_fossil,,
JG-8,Juglandaceae,Pterocarya,40.647304,140.851636,Last glacial period,pollen,21_301,japan_glacial_fossil,,
JG-8,Betulaceae,Corylus,40.647304,140.851636,Last glacial period,pollen,21_301,japan_glacial_fossil,,
JG-8,Betulaceae,Betula,40.647304,140.851636,Last glacial period,pollen,21_301,japan_glacial_fossil,,
JG-8,Betulaceae,Alnus,40.647304,140.851636,Last glacial period,pollen,21_301,japan_glacial_fossil,,
JG-8,Fagaceae,Quercus,40.647304,140.851636,Last glacial period,pollen,21_301,japan_glacial_fossil,,
